WKT,ID,NAME,TAGS,WEBSITE,ADDRESS,PHONE,HOURS,CREATED_AT,UPDATED_AT,GEOMETRY_X,GEOMETRY_Y
"POINT (175.209827000009142 -38.189815999992874)",1029900,Otorohanga Woolworths,supermarket,http://www.progressive.co.nz,"119-123 Maniapoto St, Otorohanga",(07) 873 7378,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:00,2006-11-16 17:13:46,175.209827,-38.189816
"POINT (176.700765000143974 -38.085665999844153)",1031070,New World Kawerau,supermarket,http://www.newworld.co.nz,"Cnr Islington and Plunket Streets , Kawerau",(07) 306 9310,"8am-8pm, 7 days a week",2006-08-31 14:05:24,2007-10-14 13:21:32,176.700765,-38.0856659998
"POINT (175.164298000008216 -38.333363999993644)",1056190,Te Kuiti Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"95 Rora Street, Te Kuiti",(07) 878 8530,,2006-10-29 13:28:18,2006-10-29 13:28:18,175.164298,-38.333364
"POINT (173.186867 -41.339008)",1028730,PAK 'n SAVE Richmond,supermarket,http://www.paknsave.co.nz,"Richmond Mall, Corner of Queen & Talbot Sts, Richmond",(03) 5448 658,"Mon - Wed, Fri 8am - 9pm, Thur 8am - 10pm, Weekends 8am - 8pm",2006-08-31 11:40:16,2007-04-15 14:47:39,173.186867,-41.339008
"POINT (175.066152000005815 -41.124139999994362)",1028760,PAK 'n SAVE Upper Hutt,supermarket,http://www.paknsave.co.nz,"Gibbons Street, Upper Hutt",(04) 527 7276,"7am- 11pm, 7 days a week",2006-08-31 11:40:17,2007-04-15 14:48:34,175.066152,-41.12414
"POINT (176.870114000165444 -39.510939999777889)",1028810,PAK 'n SAVE Tamatea,supermarket,http://www.paknsave.co.nz,"Leicester Avenue, Tamatea, Napier",(06) 843 3134,"7am to 10pm, 7 days a week",2006-08-31 11:40:18,2007-04-15 14:51:08,176.870114,-39.5109399998
"POINT (174.946056000004262 -41.19948399999604)",1055310,Naenae Four Square Discount,"supermarket, groceries",http://www.foursquare.co.nz,"2-10 Vogel Street, Naenae",(04) 567 1838,,2006-10-29 13:27:35,2007-09-10 20:03:24,174.946056,-41.199484
"POINT (176.68473300014071 -38.090051999848107)",1055890,Ballantrae Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"76-80 Fenton Mill Road, Kawerau",(07) 323 6560,,2006-10-29 13:28:04,2007-09-10 20:05:24,176.684733,-38.0900519998
"POINT (174.706500000002393 -36.730149999998623)",1028910,PAK 'n SAVE Albany,"supermarket, Lotto",http://www.paknsave.co.nz,"Don McKinnon Drive, Albany, Auckland",(09) 415 1000,"8am-10pm, 7 days",2006-08-31 11:40:21,2008-01-23 18:37:07,174.7065,-36.73015
"POINT (170.348553999984773 -45.873322999969538)",1029280,Mosgiel Countdown,supermarket,http://www.progressive.co.nz,"Factory Rd, Mosgiel",(03) 489 0041,"Mon - Sun, 8am - 8pm",2006-08-31 13:52:45,2007-04-15 15:05:14,170.348554,-45.873323
"POINT (174.74675400000271 -36.63753599999842)",1030140,Whangaparaoa Foodtown,"supermarket, Lotto",http://www.progressive.co.nz,"Level 3, The Plaza, Cnr Whangaparaoa Rd & Wade River Road, Whangaparaoa",(09) 424 6213,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:06,2007-04-13 13:00:57,174.746754,-36.637536
"POINT (173.961189 -41.513936)",1030690,New World Blenheim,"supermarket, Lotto",http://www.newworld.co.nz,"Freswick Street, Blenheim",(03) 520 9030,"8am-9pm, 7 days a week",2006-08-31 14:05:14,2007-03-18 15:09:19,173.961189,-41.513936
"POINT (173.766733 -41.277795)",1055020,Havelock Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"68 Main Road, Havelock",(03) 574 2166,,2006-10-29 13:27:21,2007-03-29 13:22:33,173.766733,-41.277795
"POINT (171.72040699999954 -43.920214999999637)",1029030,Tinwald SuperValue,supermarket,http://www.progressive.co.nz,"Main Road South, Ashburton",(03) 308 7446,"Mon - Sun, 8am - 9pm",2006-08-31 13:52:40,2007-06-21 20:12:12,171.720407,-43.920215
"POINT (176.876879000164905 -39.671396999773478)",1031050,New World Havelock North,supermarket,http://www.newworld.co.nz,"Porter Drive, Havelock North",(06) 877 8032,"7 days a week, from 7am to 10pm",2006-08-31 14:05:23,2007-05-28 20:29:09,176.876879,-39.6713969998
"POINT (174.912879000003869 -41.204973999996433)",1028760,PAK 'n SAVE Hutt City,supermarket,http://www.paknsave.co.nz,"Brunswick Street, Lower Hutt",(04) 586 0463,"Open 7 days, 6am to 12 midnight",2006-08-31 11:40:17,2006-11-18 11:18:45,174.912879,-41.204974
"POINT (172.641927 -42.923253)",1054630,Hawarden Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"1 High Street, Hawarden",(03) 314 4037,,2006-10-29 13:27:02,2006-10-29 13:27:02,172.641927,-42.923253
"POINT (174.904877000004262 -36.902308999997317)",1098400,T-Market Supermarket Highland Park,Asian supermarket,,"Unit 9-10, 29 Aviemore Dr, Highland Park, Auckland",(09) 537 0158,,2007-04-17 17:04:57,2007-04-17 17:04:57,174.904877,-36.902309
"POINT (176.250529000072561 -38.141315999928125)",1029720,Rotorua Woolworths,supermarket,http://www.progressive.co.nz,"Rotorua Central Mall, Victoria St, Rotorua",(07) 349 6501,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:56,2007-06-23 13:05:05,176.250529,-38.1413159999
"POINT (174.799562000003164 -36.968940999998075)",1030030,Mangere Foodtown,supermarket,http://www.progressive.co.nz,"Bader Drive, Mangere Town Centre",(09) 275 7378,"Mon - Sun, 7am - 9pm",2006-08-31 13:53:03,2007-04-01 16:50:30,174.799562,-36.968941
"POINT (172.59515 -43.305373)",1029040,Rangiora Woolworths,supermarket,http://www.progressive.co.nz,"Cnr Queen & Victoria Sts, Rangiora",(03) 313 0510,"Mon - Sun, 8am - 9pm",2006-08-31 13:52:40,2007-01-24 14:03:44,172.59515,-43.305373
"POINT (174.842894000003582 -36.945075999997798)",1030040,Otahuhu Countdown,supermarket,http://www.progressive.co.nz,"Hall Avenue, Otahuhu, Auckland",(09) 276 6161,"Mon - Sun, 7am - 9pm",2006-08-31 13:53:03,2007-01-17 15:38:13,174.842894,-36.945076
"POINT (174.523412000001343 -36.294978999999323)",1056430,Rodney Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"155 Rodney Street, Wellsford",(09) 423 8238,,2006-10-29 13:28:30,2007-01-23 13:11:15,174.523412,-36.294979
"POINT (173.87273 -35.939378)",1030180,Dargaville Woolworths,"supermarket, BNZ ATM",http://www.progressive.co.nz,"Dargaville Plaza, Victoria St, Dargaville",(09) 439 3035,"Mon - Sun, 7am - 9pm",2006-08-31 13:53:07,2007-05-02 08:04:42,173.87273,-35.939378
"POINT (174.908180000004279 -36.899338999997276)",1030280,Highland Park Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"507 Pakuranga Highway, Highland Park",(09) 537 5460,7 days 24 Hours,2006-08-31 13:53:09,2007-03-18 18:42:05,174.90818,-36.899339
"POINT (176.866480000165751 -39.418999999780304)",1055800,Bay View Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"9 Hill Road, Bay View",(06) 836 6440,,2006-10-29 13:27:59,2007-03-18 15:06:38,176.86648,-39.4189999998
"POINT (173.392013 -35.504566)",1056340,Opononi Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Main Road, State Highway 16, Opononi",(09) 405 8838,,2006-10-29 13:28:26,2007-04-01 19:50:43,173.392013,-35.504566
"POINT (175.860450000037787 -37.023935999968977)",1029890,Pauanui SuperValue,supermarket,http://www.progressive.co.nz,"Jubilee Drive, Pauanui",(07) 864 7692,"Mon - Sun, 7am to 9pm",2006-08-31 13:53:00,2007-04-15 15:10:51,175.86045,-37.023936
"POINT (174.758867000002823 -36.858964999998335)",1121950,New Gum Sarn Supermarket,Chinese supermarket,,"23-31 Mercury Lane, Newton, Auckland",(09) 302 2157,,2008-03-28 17:21:12,2008-03-28 17:21:38,174.758867,-36.858965
"POINT (170.508809999988813 -45.896598999979012)",1029250,Andersons Bay Woolworths,supermarket,http://www.progressive.co.nz,"560 Andersons Bay Rd, Dunedin",(03) 455 1053,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:45,2006-09-01 11:55:22,170.50881,-45.896599
"POINT (175.037857000005687 -39.924265999995136)",1029530,Victoria Ave Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.progressive.co.nz,"438-450 Victoria Ave, Wanganui",(06) 348 7233,"Mon - Sun, 24 hours",2006-08-31 13:52:52,2006-09-30 18:31:07,175.037857,-39.924266
"POINT (176.109295000058154 -37.695807999946481)",1056010,Bethlehem Four Square,"supermarket, Lotto, groceries",http://www.foursquare.co.nz,"Main Road, Bethlehem, Tauranga",(07) 576 4750,,2006-10-29 13:28:09,2007-09-10 21:12:10,176.109295,-37.6958079999
"POINT (178.330001000758244 -37.880000998640483)",1055830,Hikurangi Four Square (Ruatoria),"supermarket, groceries",http://www.foursquare.co.nz,"Main Road, Ruatoria",(06) 864 8450,,2006-10-29 13:28:01,2006-11-20 15:30:12,178.330001001,-37.8800009986
"POINT (174.102861000000217 -39.066578999999869)",1031000,New World Merrilands,supermarket,http://www.newworld.co.nz,"200 Mangorei Road, New Plymouth",(06) 758 5527,"7 days a week, from 8am to 8pm",2006-08-31 14:05:22,2006-09-01 11:55:32,174.102861,-39.066579
"POINT (176.982290000211151 -37.961624999760161)",1028830,PAK 'n SAVE Whakatane,supermarket,http://www.paknsave.co.nz,"King St, Kopeopeo",(07) 308 0388,"8am-9pm, 7 days a week",2006-08-31 11:40:19,2007-09-09 18:02:51,176.98229,-37.9616249998
"POINT (176.157727000063176 -37.700413999941276)",1029800,Tauranga Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"618 Cameron Rd, Tauranga",(07) 578 0055,"Mon - Sun, 24 hours",2006-08-31 13:52:58,2007-03-18 18:51:19,176.157727,-37.7004139999
"POINT (174.744962000002658 -36.800169999998417)",1030220,Northcote Woolworths,supermarket,http://www.progressive.co.nz,"Pearn Crescent, Northcote, Auckland",(09) 480 0361,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:08,2006-10-15 11:27:43,174.744962,-36.80017
"POINT (174.765278000002837 -36.791578999998301)",1030230,Takapuna Foodtown,supermarket,http://www.progressive.co.nz,"10 Barrys Point Road, Takapuna",(09) 489 7367,"Mon - Sun, 24 hours",2006-08-31 13:53:08,2006-09-01 11:55:27,174.765278,-36.791579
"POINT (174.710127000002387 -36.86989599999859)",1030440,Pt Chevalier Countdown,supermarket,http://www.progressive.co.nz,"13 Pt Chevalier Road, Pt Chevalier",(09) 849 3310,"Mon-Sun, 8am-8pm",2006-08-31 13:53:13,2006-09-01 11:55:28,174.710127,-36.869896
"POINT (175.650378000021675 -40.955784999975123)",1030460,Masterton Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.woolworths.co.nz,"199 Chapel Street, Masterton",(06) 370 1551,"Mon - Sun, 24 hours",2006-08-31 13:53:13,2006-09-30 17:59:02,175.650378,-40.955785
"POINT (176.109096000052006 -40.203086999937781)",1055640,Dannevirke Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"247 High Street, Dannevirke",(06) 374 8805,,2006-10-29 13:27:51,2007-03-18 18:55:38,176.109096,-40.2030869999
"POINT (175.869886000037184 -38.216628999965771)",1029920,Tokoroa Countdown,supermarket,http://www.progressive.co.nz,"44 Mannering Street, Tokoroa 2392",(07) 886 6920,"Mon - Sun, 7.30am - 8pm",2006-08-31 13:53:01,2007-12-28 16:09:36,175.869886,-38.216629
"POINT (174.723370000002518 -36.420229999998568)",1056440,Mahurangi Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"Mahurangi East Road, Snells Beach, Mahurangi",(09) 425 5503,,2006-10-29 13:28:31,2007-05-07 16:43:39,174.72337,-36.42023
"POINT (174.79348200000311 -36.889729999998139)",1030240,Greenlane Foodtown,"supermarket, Lotto",http://www.progressive.co.nz,"326 Great South Road, Greenlane",(09) 520 1042,Mon - Sun 24 hours,2006-08-31 13:53:08,2007-03-18 19:03:46,174.793482,-36.88973
"POINT (176.981544000210903 -37.963459999760403)",1029700,Whakatane Countdown,supermarket,http://www.progressive.co.nz,"Cnr King & Stewart Sts, Whakatane",(07) 308 6925,"Mon - Sun, 7am - 9pm",2006-08-31 13:52:55,2007-04-17 21:26:16,176.981544,-37.9634599998
"POINT (176.910777000174392 -39.492249999763793)",1029640,Napier Woolworths,supermarket,http://www.progressive.co.nz,"36 Carlyle St, Napier",(06) 835 3643,"Mon - Sun, 6am - 10pm",2006-08-31 13:52:54,2006-09-01 11:55:24,176.910777,-39.4922499998
"POINT (174.83816400000353 -36.908724999997823)",1030280,Mt Wellington Countdown,supermarket,http://www.progressive.co.nz,"Cnr Penrose Rd & Mt Wellington Highway, Mt Wellington",(09) 570 5702,"Mon - Sun, 24 hours",2006-08-31 13:53:09,2007-04-15 15:17:38,174.838164,-36.908725
"POINT (170.231187999981188 -45.856597999960528)",1054940,Mitchells Family Four Square Supermarket,"supermarket, groceries",,"43 Holyhead Street, Outram",(03) 486 1723,,2006-10-29 13:27:17,2006-10-29 13:27:17,170.231188,-45.856598
"POINT (172.692593 -43.512045)",1094490,Pak n' Save Wainoni,Supermarket,http://www.paknsave.co.nz,"174 Wainoni Road, Wainoni, Christchurch",(03) 373 9005,"7am - 10pm, 7 Days a week",2007-02-09 12:57:35,2007-02-09 12:57:35,172.692593,-43.512045
"POINT (169.194499999918719 -45.037749999741592)",1030640,New World Cromwell,"supermarket, Lotto",http://www.newworld.co.nz,"Cnr Murray Terrace and Waenga Drive, Cromwell",(03) 445 1577,"Mon-Fri 8am-8pm, Sat-Sun 8am-7pm",2006-08-31 14:05:13,2007-03-18 18:54:51,169.1945,-45.0377499997
"POINT (172.729679 -43.506628)",1029210,New Brighton Woolworths,supermarket,http://www.progressive.co.nz,"12 Hawke St, New Brighton, Christchurch",(03) 388 9206,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:44,2007-02-10 18:35:51,172.729679,-43.506628
"POINT (169.387064999934637 -45.250057999809307)",1030650,New World Alexandra,"supermarket, Lotto",http://www.newworld.co.nz,"89 Centennial Avenue, Alexandra",(03) 448 6955,"Mon-Sat 8.30am-8.00pm, Sun 8.30am-7.00pm",2006-08-31 14:05:13,2007-03-18 15:02:47,169.387065,-45.2500579998
"POINT (174.841109000003172 -41.133239999997159)",1029410,Porirua Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Parumoana Street & Lyttelton Ave, Porirua",(04) 237 6682,"Mon - Sun, 5am - Midnight",2006-08-31 13:52:49,2007-03-18 18:48:12,174.841109,-41.13324
"POINT (174.943843000004193 -41.260387999996055)",1029480,Wainuiomata Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Shopping Mall, Wainuiomata, Wellington",(04) 564 8129,"Mon - Sun, 6am-11pm",2006-08-31 13:52:50,2007-03-18 18:53:18,174.943843,-41.260388
"POINT (173.953507 -41.513872)",1029360,Blenheim Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Seymour Street, Blenheim",(03) 579 2945,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:47,2007-03-18 18:32:07,173.953507,-41.513872
"POINT (170.506097999988754 -45.873841999978893)",1029270,Dunedin Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"309 Cumberland Street Central, Dunedin",(03) 477 7283,"Mon - Sun, 24 hours",2006-08-31 13:52:45,2007-03-18 18:40:11,170.506098,-45.873842
"POINT (174.75482800000276 -36.909285999998346)",1030300,Three Kings Foodtown,"supermarket, Lotto",http://www.progressive.co.nz,"532 Mt Albert Road, Three Kings",(09) 625 8135,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:10,2007-03-18 22:10:00,174.754828,-36.909286
"POINT (172.621608 -43.555546)",1029080,Barrington FreshChoice,"supermarket, bakery, delicatessen, butchery, Lotto",http://www.freshchoicebarrington.co.nz/,"Barrington Mall, Barrington St, Barrington, Christchurch",(03) 332 6364,7 days 7am-Midnight,2006-08-31 13:52:41,2007-03-18 22:20:53,172.621608,-43.555546
"POINT (174.794695000002747 -41.31949299999755)",1029440,Kilbirnie Woolworths,"supermarket, Lotto",http://www.progressive.co.nz,"47 Bay Rd, Kilbirnie, Wellington",(04) 387 2049,"Mon - Sun, 24 hours",2006-08-31 13:52:49,2007-03-17 18:39:46,174.794695,-41.319493
"POINT (174.082103000000217 -39.056966999999894)",1029620,New Plymouth Woolworths,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Cameron & Leach St, New Plymouth",(06) 759 7481,"Mon - Sun, 6am-midnight",2006-08-31 13:52:54,2007-03-17 18:43:02,174.082103,-39.056967
"POINT (175.272703000010779 -37.731013999991816)",1095450,Woolworths St James,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Hukanui & Thomas Rds, Rototuna",(07) 853 0017,7 days 7am-10pm,2007-03-17 18:49:10,2007-03-17 18:49:10,175.272703,-37.731014
"POINT (174.911420000004341 -36.933873999997267)",1031250,New World Botany Town Centre,"supermarket, Lotto",http://www.newworld.co.nz,"588 Chapel Road, Botany Downs, Auckland",(09) 271 1800,7am-10pm 7 days,2006-08-31 14:05:28,2007-03-17 19:38:04,174.91142,-36.933874
"POINT (174.619403000001824 -36.894053999998981)",1030420,Woolworths Quickstop @ Gull Henderson Valley,"Gull service station, petrol, supermarket, Lotto",http://www.woolworths.co.nz,"Cnr Henderson Valley Road & Forest Hill Road, Henderson Valley",(09) 838 4291,24 hrs 7 days,2006-08-31 13:53:13,2007-03-17 18:28:13,174.619403,-36.894054
"POINT (175.606756000020482 -40.348767999978193)",1029550,Palmerston North Woolworths,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Featherston & Rangitikei Sts, Palmerston North",(06) 354 5930,"Mon - Sun, 24 hours",2006-08-31 13:52:52,2007-03-17 18:51:58,175.606756,-40.348768
"POINT (174.748233000002699 -36.870832999998392)",1030430,Woolworths Quickstop @ Gull Kingsland,"petrol station, supermarket, Lotto",http://www.progressive.co.nz,"384-392 New North Road, Auckland",(09) 845 2952,"Mon - Sun, 24 hours",2006-08-31 13:53:13,2007-03-17 18:29:18,174.748233,-36.870833
"POINT (175.657825000022058 -40.952434999974706)",1029600,Masterton Woolworths,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Worksop & Queen St, Masterton",(06) 377 0050,"Mon - Sun, 7am - 9pm",2006-08-31 13:52:53,2007-03-17 18:41:15,175.657825,-40.952435
"POINT (175.071344000005922 -41.123017999994275)",1029480,Upper Hutt Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"13-19 Queen Street, Upper Hutt",(04) 529 7390,"Mon - Sun, 7am - 11pm",2006-08-31 13:52:50,2007-03-18 18:52:58,175.071344,-41.123018
"POINT (172.588403 -43.517685)",1030560,New World Fendalton,"supermarket, Lotto",http://www.newworld.co.nz,"19-23 Memorial Ave, Christchurch",(03) 351 6251,"Mon-Wed & Fri 7.30am-7.30pm, Thurs 7.30am-8.30pm, Sat & Sun 8am-7.30pm",2006-08-31 14:05:11,2007-03-18 18:59:11,172.588403,-43.517685
"POINT (172.573113 -43.532232)",1029110,Church Corner Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Riccarton Road & Hansons Lane, Riccarton",(03) 348 3754,"Mon - Sun, 24 hours",2006-08-31 13:52:42,2007-03-18 18:39:17,172.573113,-43.532232
"POINT (175.273390000010778 -37.781840999991765)",1029830,Hamilton Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Anglesea & Liverpool Sts, Hamilton",(07) 834 1490,"Mon - Sun, 24 hours",2006-08-31 13:52:59,2007-03-18 18:40:54,175.27339,-37.781841
"POINT (168.357924999990786 -46.412445999116592)",1028990,Invercargill Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"172 Tay Street, Invercargill",(03) 218 6716,"Mon - Sun, 8am - midnight",2006-08-31 13:52:38,2007-03-18 18:42:29,168.357925,-46.4124459991
"POINT (174.684280000002218 -36.907184999998712)",1030360,Lynnmall Foodtown,"supermarket, Lotto",http://www.progressive.co.nz,"Lynnmall Shopping Centre, 3058 Great North Rd, New Lynn",(09) 827 3352,7 days 6am-11pm,2006-08-31 13:53:11,2007-03-18 19:05:02,174.68428,-36.907185
"POINT (171.254096999997955 -44.402503999997613)",1029380,Timaru Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"9 Browne Street, Timaru",(03) 688 9143,"Mon - Sun, 8am - 9pm",2006-08-31 13:52:48,2007-03-18 18:52:36,171.254097,-44.402504
"POINT (174.839473000003522 -36.91291099999782)",1028920,PAK 'n SAVE Sylvia Park,supermarket,http://www.paknsave.co.nz,"Mt Wellington Highway, Mount Wellington, Auckland",(09) 526 1790,"8am-10pm, 7 days a week",2006-08-31 11:40:21,2007-03-18 21:24:14,174.839473,-36.912911
"POINT (174.480830000001163 -35.769129999999457)",1092420,Parua Bay Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Whangarei Heads Rd, Parua Bay",(09) 436 2740,,2007-01-12 13:37:10,2007-01-12 13:37:31,174.48083,-35.76913
"POINT (175.942374000043571 -37.411722999962265)",1056110,Waihi Beach Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"33 Wilson Road, Waihi Beach",(07) 863 5908,,2006-10-29 13:28:15,2006-10-29 13:28:15,175.942374,-37.411723
"POINT (175.755012000027477 -40.289626999969713)",1055480,Village Four Square and Lotto,"supermarket, groceries",http://www.foursquare.co.nz,"141 Cambridge Avenue, Ashurst",(06) 326 8014,,2006-10-29 13:27:44,2007-01-23 13:10:00,175.755012,-40.289627
"POINT (172.128491 -41.251551)",1055100,Karamea Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"103 Bridge Street, Karamea",(03) 782 6701,,2006-10-29 13:27:25,2008-01-06 20:41:41,172.128491,-41.251551
"POINT (174.750653000002728 -36.694872999998402)",1056560,BK's Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"1058 Beach Road, Torbay",(09) 473 6197,,2006-10-29 13:28:36,2006-10-29 13:28:36,174.750653,-36.694873
"POINT (174.777209000002955 -36.86683499999824)",1098240,T-Mark Supermarket Newmarket,"Asian supermarket, butchery, fruit & vegetables",http://www.tmark.co.nz,"4-6 Short Street, Newmarket, Auckland",(09) 522 2658,,2007-04-17 15:26:21,2007-04-25 19:24:20,174.777209,-36.866835
"POINT (175.038844000005724 -39.926349999995104)",1028780,PAK 'n SAVE Wanganui,supermarket,http://www.paknsave.co.nz,"167 Glasgow St, Wanganui",(06) 349 1230,"7am - 10pm, 7 days a week",2006-08-31 11:40:18,2006-09-01 11:55:19,175.038844,-39.92635
"POINT (175.282724000011001 -37.795541999991542)",1028860,PAK 'n SAVE Clarence Street,supermarket,http://www.paknsave.co.nz,"Clarence Street, Hamilton",(07) 839 4056,"7am-10pm, 7 days a week",2006-08-31 11:40:20,2007-01-06 14:50:27,175.282724,-37.795542
"POINT (174.913965000004339 -36.929490999997221)",1028900,PAK 'n SAVE Botany,"supermarket, Lotto",http://www.paknsave.co.nz,"Botany Town Centre, 501 Ti Rakau Drive, East Tamaki, Auckland",(09) 273 8887,"8am-10pm, 7 days a week",2006-08-31 11:40:20,2007-03-17 19:37:35,174.913965,-36.929491
"POINT (174.880034000003974 -36.987610999997493)",1028890,PAK 'n SAVE Manukau,"supermarket, Lotto",http://www.paknsave.co.nz,"67 Cavendish Drive, Manukau",(09) 263 6888,"8am-10pm, 7 days a week",2006-08-31 11:40:20,2007-05-14 22:09:41,174.880034,-36.987611
"POINT (174.89779500000418 -37.022634999997344)",1031240,New World Southmall,supermarket,http://www.newworld.co.nz,"Great South Road, Manurewa, Auckland",(09) 266 5151,"7am- 9pm, 7 days a week",2006-08-31 14:05:28,2007-01-17 15:38:40,174.897795,-37.022635
"POINT (175.612127000020678 -40.357779999977907)",1029550,Fitzherbert Ave Woolworths Micro @ Gull,"supermarket, petrol station",http://www.progressive.co.nz,"14 Fitzherbert Avenue, Palmerston North",(06) 353 6488,"Mon - Sun, 24 hours",2006-08-31 13:52:52,2006-09-30 18:31:53,175.612127,-40.35778
"POINT (175.629814000021497 -40.330531999977026)",1029560,Tremaine Ave Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.progressive.co.nz,"999 Tremaine Avenue, Palmerston North",(06) 355 8008,"Mon - Sun, 24 hours",2006-08-31 13:52:52,2006-09-30 18:32:31,175.629814,-40.330532
"POINT (176.818383000153631 -39.622017999793769)",1029670,Hastings Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.progressive.co.nz,"814 Omahu Rd, Hastings",(06) 873 4033,"Mon - Sun, 24 hours",2006-08-31 13:52:55,2006-09-30 18:29:34,176.818383,-39.6220179998
"POINT (176.2822170000764 -38.144274999923795)",1029720,Te Ngae Rd Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.woolworths.co.nz,"338-342 Te Ngae Rd, Rotorua",(07) 345 8071,"Mon - Sun, 24 hours",2006-08-31 13:52:56,2006-09-30 18:28:05,176.282217,-38.1442749999
"POINT (176.981984000211099 -37.958933999760319)",1029690,Landings Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.progressive.co.nz,"2-6 King St, Whakatane",(07) 307 8440,"Mon - Sun, 24 hours",2006-08-31 13:52:55,2006-11-10 18:26:30,176.981984,-37.9589339998
"POINT (176.095402000054719 -38.684815999944512)",1029740,Paetiki SuperValue,supermarket,http://www.progressive.co.nz,"224 Taharepa Road, Paetiki",(07) 378 7206,"Mon - Sun, 7am - 9pm",2006-08-31 13:52:57,2006-09-01 11:55:25,176.095402,-38.6848159999
"POINT (176.132353000060448 -37.727554999943948)",1029750,Greerton Countdown,supermarket,http://www.progressive.co.nz,"1368 Cameron Road, Tauranga",(07) 541 2244,"Mon - Sun, 8am - 9pm",2006-08-31 13:52:57,2006-09-01 11:55:25,176.132353,-37.7275549999
"POINT (174.933378000004609 -36.896363999997071)",1029970,Howick Foodtown,"supermarket, Lotto",http://www.progressive.co.nz,"35 Cook Street, Howick",(09) 255 2399,"Mon - Sun, 8am - 9pm",2006-08-31 13:53:02,2007-03-18 19:04:30,174.933378,-36.896364
"POINT (175.245388000010081 -37.796703999992346)",1029860,Dinsdale Woolworths,supermarket,http://www.progressive.co.nz,"47 Whatawhata Rd, Dinsdale, Hamilton",(07) 847 3569,"Mon - Sun, 7am - 11pm",2006-08-31 13:52:59,2007-03-04 10:41:24,175.245388,-37.796704
"POINT (174.75309500000273 -36.739683999998377)",1029960,Mairangi Bay Foodtown,"supermarket, Lotto",http://www.progressive.co.nz,"Hastings Road, Mairangi Bay",(09) 255 2392,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:02,2007-03-18 19:05:29,174.753095,-36.739684
"POINT (174.902558000004234 -37.199534999997276)",1029950,Pukekohe Foodtown,"supermarket, Lotto",http://www.progressive.co.nz,"Tobin St, Pukekohe",(09) 237 1161,"Mon - Sun, 6am - Midnight",2006-08-31 13:53:01,2007-03-18 19:07:03,174.902558,-37.199535
"POINT (175.527869000019138 -37.657549999984582)",1029940,Morrinsville Countdown,supermarket,http://www.progressive.co.nz,"66 Studholme Street, Morrinsville",(07) 889 5254,"Mon - Sun, 8am - 9pm",2006-08-31 13:53:01,2006-09-01 11:55:26,175.527869,-37.65755
"POINT (174.932508000004617 -37.053471999997029)",1030000,Takanini Woolworths Quickstop @ Gull,"supermarket, petrol station",http://www.woolworths.co.nz,"330 Great South Road, Takanini",(09) 269 8514,"Mon - Sun, 24 hours",2006-08-31 13:53:02,2006-09-30 18:19:44,174.932508,-37.053472
